X1,X6,X7,X8,X9,X10,X11,X18,X19,Y
130000,0,0,0,0,0,0,3245,3217,0
80000,0,0,0,0,0,0,4000,4000,0
20000,1,2,0,0,0,0,0,1212,1
10000,-1,-1,2,0,0,2,5000,0,1
180000,-1,-1,-1,-1,-1,-1,11850,17552,0
280000,0,0,0,0,0,0,5040,3000,0
220000,2,2,2,2,2,2,6300,0,1
260000,3,3,2,2,0,0,0,8000,1
30000,1,2,0,0,-1,-1,0,1000,0
50000,-2,-2,-1,-1,-1,-1,19505,20509,0
150000,0,0,0,0,0,0,7000,7000,0
160000,0,0,0,0,0,0,2767,2769,0
20000,1,-1,-1,0,0,0,132,10200,0
280000,0,-1,-1,0,0,0,2676,189570,0
50000,0,0,0,0,0,0,1290,1294,0
300000,1,-2,-2,-1,-1,-2,2380,0,0
230000,0,0,2,0,-1,-1,5000,0,0
60000,0,0,0,0,0,0,2000,3000,0
190000,-2,-2,-2,-2,-2,-2,1000,3524,0
60000,1,-2,-1,-1,-2,-2,0,780,0
100000,2,0,0,0,0,0,3600,4000,1
30000,0,0,0,0,0,0,2000,2000,0
200000,6,5,4,3,2,0,0,0,1
30000,0,0,0,0,0,0,2000,3000,0
130000,0,0,0,0,-1,0,4252,3000,0
120000,0,0,0,0,0,0,2000,1500,0
160000,1,-2,-2,-1,-1,-2,0,200,0
20000,0,0,0,0,0,-1,1877,1500,0
30000,2,2,2,0,0,0,3526,0,0
70000,0,0,0,0,0,0,4000,1595,0
80000,0,0,0,-1,0,0,2289,1005,0
80000,0,0,0,-1,-1,0,1128,1150,0
100000,0,0,0,0,0,0,4000,3000,0
570000,0,0,0,0,0,-1,15004,25000,0
170000,2,-1,-1,-1,-1,-1,360,360,0
50000,1,-1,-1,-1,-1,-1,870,590,0
310000,0,0,0,0,0,0,11027,10500,0
140000,0,0,0,2,0,0,2000,10063,1
200000,0,0,2,0,0,0,4012,2008,0
300000,0,-1,-1,-1,0,0,9670,2615,1
300000,0,0,0,0,0,0,20006,9000,0
140000,0,0,0,0,0,0,5000,140000,0
560000,-1,-1,-1,-1,-1,-1,69803,23560,0
200000,1,2,2,2,2,2,0,10000,1
230000,0,0,0,0,0,0,7016,5500,0
200000,0,0,2,2,2,0,2500,0,1
160000,2,2,2,2,2,2,0,5500,1
220000,0,0,0,0,0,0,10110,12000,0
60000,0,0,0,0,0,0,3000,2000,0
390000,2,2,2,0,0,0,4514,0,1
280000,-2,-2,-2,-2,-2,-2,872,262,0
80000,0,0,0,0,-2,-2,3300,6267,0
360000,0,0,0,0,0,0,1549,1541,0
20000,0,0,0,0,0,0,1400,1200,0
500000,-1,-1,-1,0,0,0,5700,60207,0
90000,-1,-1,-1,0,0,0,3066,3832,0
30000,0,0,0,0,0,0,1500,1500,0
390000,1,-1,-1,-2,-1,-1,3760,0,0
360000,1,-2,-2,-2,-2,-2,0,0,1
10000,0,0,0,0,0,0,1165,1200,0
150000,1,-2,-2,-2,-2,-2,0,0,0
40000,0,0,0,0,0,0,9000,2000,0
210000,0,0,0,0,0,0,12411,13000,0
50000,0,0,0,0,0,0,1650,1317,0
10000,0,0,2,0,0,2,1500,1000,1
310000,0,0,0,0,0,0,3000,2000,0
50000,0,0,0,0,0,-2,2100,1200,0
150000,-1,-1,-1,0,0,-1,1054,344,0
50000,0,0,0,0,0,0,1600,1300,1
250000,0,0,2,0,0,2,8722,0,0
30000,2,2,2,2,3,2,1700,1200,1
30000,0,0,0,0,0,0,1338,1321,1
30000,2,2,2,2,2,2,0,3017,1
20000,8,7,6,5,4,3,0,0,1
30000,0,0,0,0,0,0,1310,1322,0
300000,-1,-1,-1,-1,-1,-1,0,24000,1
90000,0,0,-2,-2,-2,-2,0,0,0
30000,0,0,0,-1,-1,2,1545,0,0
200000,0,0,0,0,0,2,5000,5000,1
180000,0,0,0,2,2,0,5364,8633,0
70000,0,0,0,0,0,-1,2000,1500,0
230000,-2,-2,-2,-2,-1,2,0,0,0
240000,1,-2,-2,-2,-2,-2,0,0,0
190000,-1,-1,-1,-1,-1,-1,0,3562,0
80000,-2,-2,-2,-2,-2,-2,20000,11556,0
300000,0,0,0,0,0,0,3894,2783,0
220000,0,0,0,0,0,0,9639,7123,0
340000,0,0,0,0,0,0,2338,2406,1
480000,-1,-1,-2,-1,-1,-1,6378,5096,0
60000,0,0,0,0,0,0,1432,11279,0
200000,-1,0,0,0,0,0,5013,3038,0
20000,0,0,2,2,-2,-1,3000,30,0
110000,0,0,0,0,0,0,2000,2000,0
470000,0,0,0,0,0,0,300000,15937,1
200000,-1,-1,-1,-1,-2,-2,49007,11095,0
130000,0,0,0,0,0,0,5000,1598,0
80000,0,0,0,0,0,0,2435,1463,0
120000,1,-2,-2,-2,-2,-2,0,0,0
180000,0,0,0,0,0,0,19000,5000,0
400000,0,0,0,0,0,0,11011,9816,0
150000,0,0,0,0,0,0,3008,2014,0
640000,0,0,0,0,0,-1,51644,30291,0
500000,1,1,1,1,0,0,20000,20012,0
70000,1,2,2,2,2,2,3100,0,1
100000,-1,3,2,-1,-1,-1,0,0,0
80000,-2,-2,-2,-2,-2,-2,0,0,0
120000,0,0,0,0,0,0,3081,4001,0
210000,0,0,0,0,0,0,2000,2500,0
50000,-1,-1,2,-1,-1,-2,5000,200,0
50000,0,0,0,0,0,0,1261,1200,0
260000,-2,-1,-1,-1,-2,-2,4261,6000,0
20000,1,-2,-2,-1,0,0,0,0,0
30000,2,2,0,0,0,0,0,1634,0
310000,0,0,0,0,0,0,5118,3758,0
100000,-1,-1,-1,-1,0,0,6200,3775,0
300000,-2,-2,-2,-2,-2,-2,0,0,0
30000,0,0,2,0,0,-2,3630,0,0
320000,0,0,0,0,0,0,8100,6000,0
120000,0,0,0,0,0,0,3014,5000,0
80000,0,0,0,0,0,2,1414,1388,1
20000,2,2,2,0,0,0,2200,1000,1
380000,-2,-2,-2,-2,-2,-2,360,360,0
180000,0,0,0,0,0,0,7000,4900,0
50000,0,0,0,-2,-2,-2,1000,0,0
280000,-2,-2,-2,-2,-2,-2,0,0,0
30000,0,0,0,0,0,0,1518,1000,0
100000,2,0,0,-2,-2,-1,3000,0,1
30000,0,0,0,0,-1,2,1850,4700,0
160000,0,0,0,0,0,0,4507,4000,0
210000,-1,-1,-1,-1,-1,-1,6090,8369,0
10000,0,0,0,0,0,0,1200,1000,0
420000,-1,-1,-1,0,-1,-1,16647,33595,0
400000,-2,-1,0,0,0,0,78130,20000,0
70000,0,0,0,0,0,0,2134,1600,0
110000,0,0,0,0,0,0,2600,2100,0
300000,0,0,-2,-2,-2,-2,0,0,0
120000,-1,0,0,0,0,0,35000,100000,0
180000,0,0,0,0,0,0,5000,3000,0
400000,0,0,0,0,0,0,4237,4000,0
100000,0,0,0,0,0,0,2000,2000,0
220000,-2,-2,-2,-2,-2,-1,6243,6376,1
220000,-1,-1,-1,-1,-1,-1,316,316,0
140000,0,0,0,0,0,0,10000,5000,0
90000,0,0,0,0,0,0,4000,3330,1
30000,0,0,0,0,0,0,1804,2000,0
240000,0,0,-1,-1,-1,-2,1000,454,0
110000,0,0,2,2,0,0,10800,3808,0
60000,2,2,2,2,2,3,5200,0,1
20000,1,5,4,3,2,0,0,0,1
180000,0,0,0,0,0,0,7900,8000,1
130000,0,0,0,0,0,0,2758,2741,0
130000,0,0,0,0,0,0,1740,1711,0
70000,2,0,0,0,0,0,2214,3510,0
10000,-1,2,0,0,2,2,0,1200,1
50000,-2,-2,-2,-2,-2,-2,1020,0,0
190000,-1,3,2,-1,-1,-1,0,0,0
60000,0,0,0,0,0,0,3083,1857,0
20000,1,2,2,0,0,0,3000,0,1
80000,2,2,2,2,2,2,9625,3000,1
500000,-1,-1,-1,0,0,0,86992,37272,0
220000,1,-2,-2,-2,-2,-2,0,0,0
230000,-2,-2,-2,-2,-2,-2,2914,1406,0
20000,2,2,2,2,2,0,1500,0,0
50000,0,0,0,0,-1,-1,1487,1200,1
120000,0,0,0,0,0,0,4000,5000,0
130000,0,0,0,0,2,0,4050,5600,1
230000,2,-1,-1,-1,-1,0,363,363,0
350000,0,0,0,0,0,0,30000,25000,0
300000,-2,-2,-2,-2,-2,-2,2060,2004,0
70000,0,0,0,0,0,0,2124,2311,0
280000,0,0,0,0,0,0,10000,10059,0
60000,0,0,0,0,0,0,1369,1336,1
310000,0,0,0,0,0,0,7000,6630,1
290000,0,0,0,0,0,0,1200,135000,1
180000,1,2,2,2,2,2,5000,0,1
340000,1,-2,-2,-2,-2,-2,0,0,0
360000,-2,-2,-2,-2,-2,-2,2500,7740,0
180000,-1,0,0,0,0,0,1503,1400,1
30000,0,0,0,0,0,0,1751,1700,0
100000,0,0,0,0,0,0,2000,2000,0
180000,0,0,0,0,0,0,3800,3000,0
210000,2,2,2,2,0,0,9735,4000,1
180000,0,0,0,0,0,0,6000,5700,0
60000,0,0,2,2,-1,0,3689,0,0
500000,0,0,0,0,0,0,40000,300018,0
200000,0,0,0,0,0,0,1274,1284,0
610000,0,0,0,0,0,0,5002,5000,0
50000,0,0,0,0,0,0,2000,2083,0
80000,0,0,0,-2,-1,0,3000,0,0
210000,0,0,0,0,0,0,107651,2861,0
50000,1,2,0,0,0,0,52,2176,0
360000,-1,-1,-1,-1,-1,-1,15008,43065,0
240000,-2,-2,-1,-1,-1,-1,2010,2613,0
20000,0,0,0,0,2,0,1508,1216,0
10000,0,0,-1,-1,-1,-1,0,390,1
30000,2,0,0,0,0,0,1500,1600,1
360000,0,0,-1,0,0,-1,23000,12280,0
260000,0,0,0,0,0,0,6000,5000,0
100000,0,0,0,0,0,0,2416,3000,0
500000,-1,-1,-1,-1,-1,-2,0,2321,0
70000,0,0,0,0,0,0,3085,2808,0
200000,-2,-2,-2,-1,2,-1,0,0,0
230000,0,0,0,0,0,0,5400,5500,0
200000,-1,-1,-2,-1,-1,-1,0,0,0
110000,2,2,2,0,0,2,4826,5,1
260000,0,0,0,0,0,0,1340,4036,0
50000,-1,-1,-1,0,0,2,390,911,0
50000,0,0,0,0,0,0,2504,1590,0
80000,0,-1,2,-1,-1,-2,1000,0,0
260000,-1,-1,-1,-1,-1,-1,4497,4035,0
80000,0,0,0,0,0,0,5000,3000,0
80000,0,0,0,0,0,0,2000,3305,0
200000,-1,-1,-1,-1,-1,-1,3011,747,0
370000,4,3,2,0,0,0,0,0,1
60000,2,2,2,2,2,2,2000,2000,1
260000,1,2,-1,-1,-1,-2,778,29423,0
30000,3,2,2,0,0,0,1228,0,1
120000,1,2,2,2,2,2,3000,3000,1
130000,0,0,0,2,0,0,7500,10000,0
160000,-2,-2,-2,-2,-2,-2,0,0,0
230000,-1,-1,-1,-1,0,0,4317,1421,0
300000,0,0,-1,-1,0,-1,7877,5016,0
180000,-2,-1,-1,-1,-1,-1,6028,6028,0
80000,1,-2,-2,-1,-1,-1,159,0,1
180000,0,0,0,-1,-1,-1,3735,2231,0
50000,3,2,0,0,0,0,9,1210,1
10000,-2,-2,-2,-2,-2,-2,1939,2040,0
50000,-1,-1,-1,-1,0,0,26060,0,0
90000,1,2,-1,0,0,-1,39,33500,0
30000,2,0,0,2,2,2,1744,4857,1
180000,0,0,0,0,0,0,6747,6573,0
150000,0,0,0,0,0,0,6601,6501,0
590000,0,0,0,-1,0,0,28000,61115,0
60000,0,0,0,0,0,0,2110,2000,0
100000,2,0,0,3,2,0,5000,10000,1
20000,-2,-2,-2,-2,-2,-2,6664,6600,0
10000,2,2,2,0,0,2,2500,0,1
300000,2,2,2,0,0,2,12000,0,1
260000,0,0,0,0,0,0,13000,6500,0
160000,0,0,0,0,0,0,2500,1877,0
260000,-2,-2,-2,-2,-2,-2,0,3210,1
280000,-1,-1,-1,-1,-1,-1,1469,53871,0
260000,1,-1,-1,-1,-1,-1,16611,1935,0
240000,-2,-2,-2,-2,-2,-2,9088,4234,0
50000,0,0,0,0,0,2,1209,1300,0
260000,1,-2,-2,-2,-2,-2,0,0,1
60000,2,2,2,0,0,2,5706,0,1
130000,0,0,0,0,0,0,1187,1500,0
140000,0,0,0,0,0,0,6000,5000,0
20000,2,0,0,0,0,0,1677,3000,1
360000,1,-2,-2,-2,-2,-1,0,0,0
220000,0,0,0,0,0,0,28500,5000,0
500000,-1,-1,-1,-1,-1,-1,60446,30594,1
50000,0,0,0,0,0,0,1500,1500,0
210000,-1,-1,-1,-1,0,0,3771,5474,0
200000,0,0,0,0,0,0,5032,2263,0
370000,0,0,0,0,0,-1,5000,6000,0
200000,1,2,2,2,2,2,6501,0,0
260000,1,-2,-2,-2,-2,-2,0,0,0
50000,-1,-1,-1,-1,-1,-1,2552,13914,0
260000,0,0,0,0,0,0,3000,3000,0
230000,-1,-1,-1,-1,-1,-1,12540,3099,0
20000,1,-2,-2,-2,-2,-2,0,0,1
500000,0,0,0,0,0,0,4019,2019,0
160000,-1,-1,-1,-1,-1,-1,2261,1390,1
50000,0,-1,2,0,0,0,2452,0,1
220000,2,0,-1,-1,0,0,1007,16,1
150000,0,0,0,0,0,0,2688,2730,0
180000,-1,-1,-1,0,-1,-1,7936,18207,0
80000,0,0,-2,-2,-2,-2,0,0,1
50000,0,0,0,2,2,2,1720,3805,0
30000,1,2,2,0,0,0,1300,0,1
180000,0,0,0,0,0,0,6814,7756,0
70000,0,0,0,0,0,0,3000,2200,0
300000,-2,-2,-2,-2,-2,-2,0,0,1
640000,-2,-2,-2,-2,-2,-2,8853,22243,0
60000,1,-2,-2,-1,-1,0,0,0,0
120000,2,0,0,0,0,0,2102,1021,1
280000,-1,-1,-1,-1,-1,-1,2000,400,0
260000,0,0,0,0,-1,-1,2000,3000,0
50000,0,0,0,0,0,0,3000,3006,0
70000,1,2,0,0,2,2,0,2950,0
50000,-1,-1,-1,-1,-1,-1,770,590,1
470000,2,0,0,0,0,0,10000,5214,1
320000,-2,-2,-2,-2,-2,-2,0,0,0
50000,0,0,0,0,0,0,1500,1467,0
230000,-2,-2,-2,-2,-2,-2,0,0,0
140000,0,0,0,0,0,0,2000,1755,0
50000,0,0,2,0,0,0,1800,800,1
450000,1,-2,-2,-2,-1,-1,0,0,0
500000,-1,-1,-1,-1,-1,0,3540,485,0
20000,0,0,-2,-1,0,0,0,18047,0
230000,-1,-1,-1,-1,-1,-1,2170,1149,0
50000,1,3,3,2,2,0,2200,0,0
300000,-1,-1,-1,-1,-1,-1,14212,12985,0
100000,2,2,2,2,2,2,3445,709,0
30000,0,0,0,0,0,0,1908,1200,0
400000,-1,-1,0,0,0,-1,59570,1105,0
170000,-1,2,2,-1,-1,-1,0,0,0
340000,0,0,0,0,0,0,1880,3819,0
210000,0,0,0,0,0,0,2000,1800,0
80000,-1,-1,-1,-1,-1,-1,316,316,1
20000,-1,-1,-1,0,0,0,4112,10269,0
300000,-1,-1,-1,-1,-2,-2,832,225,0
20000,-1,0,0,-1,0,0,1045,1028,1
50000,0,0,0,0,0,0,2015,2190,0
60000,-1,-1,-1,-1,-1,2,1286,1047,0
60000,0,0,0,0,0,2,1500,1450,0
50000,1,2,0,0,0,0,1,2213,1
120000,1,2,2,2,2,2,0,7200,0
20000,2,2,2,0,0,0,1500,1000,0
240000,-1,-1,-1,-1,-1,-1,326,326,0
420000,-2,-2,-2,-2,-2,-2,3363,13591,0
180000,1,-2,-2,-2,-2,-2,0,0,0
410000,2,2,2,2,0,0,16195,15282,0
30000,0,0,0,2,2,0,1597,2088,1
110000,2,0,0,0,0,0,3000,1800,0
90000,-1,-1,-1,-1,-1,2,498,498,0
220000,-1,-1,0,-1,-1,-1,37092,10071,0
50000,2,0,0,0,0,0,1892,2600,1
30000,0,0,0,0,0,0,1500,1700,0
520000,-1,-1,-1,-1,-1,-1,5227,8309,0
80000,2,2,2,2,2,2,2000,2000,0
20000,0,0,-2,-2,-2,-2,0,0,0
210000,-1,-1,-1,-1,2,-1,871,871,0
100000,0,0,0,0,0,0,5000,4000,0
320000,1,-2,-2,-1,-1,-1,0,0,0
500000,0,0,0,0,0,0,1632,1639,0
20000,0,0,0,0,0,2,1300,1600,0
10000,0,0,0,0,0,0,1290,1145,0
310000,-1,-1,-1,0,-1,-1,650,10453,0
200000,-1,-1,-1,-1,0,-1,12329,11846,0
180000,-2,-2,-2,-2,-2,-1,3169,2618,0
50000,0,0,0,0,0,0,1634,1420,0
150000,-1,-1,-1,0,-1,-1,40824,2340,0
500000,0,0,0,0,0,0,10147,5331,0
230000,0,0,0,0,0,0,5500,3000,1
20000,0,0,0,0,0,0,1694,1368,0
190000,0,0,0,0,0,0,3768,3500,0
20000,0,0,0,0,0,0,1500,1408,0
170000,0,0,0,0,0,0,8000,6000,0
210000,0,0,0,0,0,0,6601,5085,0
100000,2,2,2,2,3,2,2800,2500,1
260000,0,0,0,0,0,2,5000,2655,0
200000,0,0,0,0,0,0,2569,4500,0
90000,0,0,0,0,-1,-1,1965,5064,1
470000,0,0,0,0,0,0,9500,9000,0
270000,-1,0,0,0,0,2,5933,9851,0
100000,0,0,0,2,2,2,2500,6100,1
200000,1,-2,-2,-1,-1,-1,0,0,0
70000,0,0,0,0,0,0,1957,1700,0
200000,-1,-1,-1,-1,-1,-1,7870,18090,0
50000,0,0,0,0,0,0,3000,5000,0
90000,0,0,0,0,0,0,1800,1774,0
50000,0,0,0,0,0,0,2299,2493,0
240000,-1,-1,-2,-2,-2,-2,0,0,0
140000,-1,-1,-1,-1,-1,-1,537,4233,0
120000,2,2,2,2,3,2,3300,6000,0
460000,1,-1,-1,-1,-1,-1,8602,0,0
170000,0,-1,0,0,-1,-1,4000,2703,0
500000,0,0,0,0,0,-1,30006,23016,0
50000,0,0,0,0,0,0,2556,1582,0
210000,1,-1,2,0,0,-2,500,0,0
50000,0,0,0,0,0,2,2041,2006,0
200000,-1,-1,-1,-1,-1,-1,645,586,0
20000,-1,-1,-1,-1,-1,0,5331,20985,0
80000,1,2,2,2,0,0,0,2000,0
430000,1,-1,-1,-2,-2,-2,2500,0,1
350000,3,2,2,2,2,2,14000,12000,1
50000,-1,-1,-1,-1,-1,-1,8199,3622,0
210000,0,0,0,0,0,0,8049,9000,1
20000,-1,-1,-2,-1,-1,-2,0,0,0
160000,0,0,-1,-1,-1,-1,21000,421,1
50000,2,0,0,2,2,0,1434,2456,1
50000,0,0,0,0,0,0,1963,1739,0
30000,3,2,0,0,0,2,0,1646,1
100000,2,2,2,2,2,0,1800,0,1
360000,0,0,0,0,0,0,2086,3017,0
310000,0,0,-1,-1,-1,-1,1002,5565,0
50000,2,2,0,0,0,0,0,1466,0
120000,0,0,0,2,0,0,1171,1942,0
30000,1,2,0,0,0,2,0,1275,1
200000,0,0,0,0,0,0,6860,5870,0
20000,0,0,0,-1,-1,-2,1547,1350,0
50000,0,0,0,2,0,0,2139,2500,1
70000,0,0,0,0,0,0,2000,1163,0
290000,1,-2,-1,0,-1,-1,0,3786,0
90000,2,2,3,3,3,3,0,0,0
150000,2,2,2,2,2,2,7400,0,1
90000,0,0,0,0,0,0,5170,21287,0
80000,0,0,2,2,2,2,3600,1200,1
100000,1,2,2,0,0,0,4000,0,0
200000,-2,-2,-2,-1,0,0,0,1692,0
140000,3,3,2,2,2,2,5800,5000,1
110000,-1,-1,-1,0,0,0,9376,85924,0
50000,0,0,0,0,0,0,12009,2111,0
60000,0,0,0,0,0,0,2600,2000,0
130000,0,0,0,0,0,-2,1500,1852,0
320000,0,0,0,0,0,0,8500,7000,0
120000,-1,-1,-1,0,-1,0,263,4531,0
450000,1,2,0,0,0,0,0,90000,0
200000,-1,0,0,0,0,0,50000,7000,1
20000,1,3,2,0,0,-2,0,5,1
410000,-2,-2,-2,-1,-1,0,6500,6764,0
210000,0,0,0,0,0,0,7876,5400,0
210000,1,-2,-2,-2,-2,-2,0,0,1
130000,1,-2,-2,-2,-2,-2,0,0,0
170000,-2,-2,-2,-2,-1,2,1046,0,1
190000,0,0,0,0,0,0,6003,5009,0
230000,0,0,0,0,0,0,4231,4061,1
120000,0,0,0,0,0,0,6000,5500,0
50000,0,0,2,0,0,0,3000,0,1
220000,0,0,0,0,0,0,2004,2009,1
320000,2,0,0,0,0,0,12937,13036,0
160000,0,0,0,-2,-2,-2,1020,0,1
20000,0,0,0,0,2,0,2000,2000,0
460000,1,-2,-2,-2,-2,-2,0,0,0
490000,1,-2,-2,-1,0,0,380,380,0
130000,0,0,0,0,0,0,3813,4013,0
170000,0,0,0,0,0,0,4781,3000,0
150000,0,0,0,0,0,0,4000,5500,0
180000,-2,-2,-2,-2,-2,-2,1845,471,0
50000,0,0,0,-1,-1,-1,4000,5300,0
240000,0,0,0,0,0,0,3000,3500,0
390000,-1,-1,-1,-1,-1,-1,20666,10000,0
50000,0,0,0,0,0,0,1278,1469,0
310000,-2,-2,-2,-2,-2,-2,0,0,0
100000,1,-1,-1,-2,-2,-2,1534,977,0
260000,-1,-1,-2,-2,-2,-1,0,0,0
30000,0,0,0,0,2,2,2000,2000,0
310000,-2,-2,-2,-2,-2,-1,43894,61816,0
270000,0,0,0,0,0,0,15000,7000,0
250000,-1,-1,-1,2,-1,-1,900,4500,1
130000,0,0,0,0,0,0,2000,2000,0
220000,0,0,0,0,0,0,2000,4000,0
60000,0,0,0,0,0,0,3000,3000,0
120000,-2,-2,-2,-2,-2,-2,5025,4023,0
30000,-1,-1,2,0,0,0,27657,0,0
130000,2,2,2,2,2,0,7100,5000,1
100000,-1,-1,-1,0,0,-1,0,4069,0
200000,0,-1,-1,-1,-1,-2,599,0,0
260000,0,0,0,0,0,0,10000,10000,0
390000,2,2,0,0,0,0,0,6000,1
340000,0,0,0,-1,-1,-1,27245,9184,0
140000,-2,-2,-2,-2,-2,-2,5053,3615,1
220000,0,0,0,0,0,0,7000,7000,0
20000,-1,-1,-1,-1,-1,-1,1386,1003,0
500000,-1,-1,-1,-1,0,-1,99159,48276,0
210000,0,0,0,0,0,-1,6000,15042,1
340000,0,0,0,0,0,0,13775,10631,0
130000,2,0,0,0,0,2,1500,3000,1
200000,0,0,0,0,0,0,10000,5023,0
150000,0,0,0,0,0,0,6100,5100,1
50000,0,0,0,0,0,0,20007,3014,0
60000,2,2,2,2,4,3,2000,0,1
60000,-1,-1,-1,-1,0,-1,5273,30000,0
150000,0,0,0,0,0,0,4278,4500,0
180000,2,2,2,2,2,2,3000,2000,1
50000,0,0,0,0,0,0,2372,2149,0
10000,0,0,0,0,0,0,1172,1000,0
100000,0,0,0,0,0,0,3730,3033,0
30000,-2,-2,-2,-2,-2,-2,780,3260,0
50000,0,0,0,0,0,0,2000,1400,0
30000,0,0,0,0,2,0,1700,1800,1
100000,2,2,2,2,2,2,4300,4000,1
100000,2,2,2,0,0,2,3500,0,0
290000,-2,-2,-2,-2,-2,-2,8001,8001,0
140000,0,-1,-1,0,0,0,2846,1646,0
240000,1,-2,-2,-2,-2,-2,0,0,0
380000,-1,2,-1,-1,-1,-1,0,966,0
230000,-1,-1,-1,-1,-1,-1,784,1854,0
40000,0,0,0,0,0,0,5000,8017,1
210000,0,0,0,0,0,0,3500,3300,0
150000,0,0,0,0,0,-2,4610,2336,0
70000,2,2,2,2,2,2,3628,0,1
80000,0,0,0,-2,-2,-2,1000,0,0
50000,0,0,0,0,0,0,2500,3320,0
300000,-2,-2,-2,-2,-2,-2,0,0,0
180000,0,0,0,0,0,0,2166,2002,0
150000,-2,-2,-2,-2,-2,-2,14021,7723,0
60000,0,0,0,0,0,0,2000,1246,0
100000,0,0,0,0,0,0,3082,2022,1
90000,2,0,0,0,0,0,5000,4300,0
20000,0,0,0,0,0,0,1300,1500,0
320000,-2,-2,-2,-2,-2,-2,0,0,1
90000,-2,-2,-2,-2,-1,-1,0,1000,0
500000,1,-2,-1,0,0,0,9125,126768,0
210000,-1,-1,-1,-1,-1,-1,565,1188,0
30000,2,0,0,-2,-2,-2,1000,0,1
20000,0,0,-2,-2,-2,-2,0,0,1
50000,1,-2,-2,-2,-2,-2,0,0,0
360000,-1,-1,-1,-1,-1,-2,177,2011,0
80000,0,0,0,0,0,-2,2000,2000,0
150000,-1,-1,-1,-1,-1,-1,2891,3205,0
20000,2,2,2,2,2,2,1700,0,0
150000,-2,-2,-2,-2,-2,-2,2101,2160,0
340000,0,0,0,0,0,0,14000,12000,0
500000,1,-2,-2,-2,-2,-2,0,0,1
100000,0,0,2,0,0,2,5396,0,0
160000,-2,-2,-2,-2,-2,-2,0,0,0
300000,-1,-1,-1,-1,-1,-1,0,14583,0
240000,0,-1,2,-1,0,0,12880,0,0
60000,2,0,0,0,0,0,3500,3000,1
20000,0,0,0,-2,-2,-2,1005,0,0
80000,-1,2,2,0,0,0,1170,0,0
20000,-1,-1,-1,-2,-2,-2,780,0,0
240000,-1,-1,0,-1,0,-1,10420,1150,0
20000,1,2,2,2,2,0,1700,0,0
290000,0,0,0,0,0,0,7158,5816,0
120000,0,0,0,0,0,0,2572,2009,0
100000,0,0,0,0,0,0,30010,10047,0
20000,0,0,0,0,0,0,1500,1400,0
60000,1,2,2,2,0,0,2000,1000,1
150000,0,0,0,0,0,2,3000,7000,1
500000,-1,-1,-1,-1,-1,-1,600,0,0
120000,0,0,0,0,0,-1,2033,1200,1
80000,-1,-1,-1,-1,-1,0,20004,1806,0
100000,0,0,0,0,0,0,1649,1663,0
20000,0,0,0,0,0,0,1249,1260,0
200000,0,0,0,0,0,0,4000,2000,0
80000,0,0,0,2,0,0,5000,5169,0
80000,0,0,0,0,0,2,12036,10010,0
150000,0,0,0,2,0,0,3200,6300,0
50000,0,0,0,0,0,0,2037,2324,0
370000,-1,-1,-1,-1,-1,-1,63895,0,0
130000,0,0,0,0,3,2,4023,4030,1
450000,-1,0,0,2,-1,-1,2146,1623,0
200000,-1,2,-1,-1,0,0,0,61807,0
130000,0,0,2,0,0,0,16000,0,0
230000,0,0,0,0,0,0,2712,1551,0
90000,0,0,0,0,0,0,10000,10016,0
30000,-1,-1,-1,-1,-1,-1,14849,5250,0
180000,-1,0,0,0,0,0,1200,1000,1
140000,-1,-1,2,2,2,-1,3000,0,0
380000,1,-2,-2,-2,-2,-2,0,0,0
30000,2,2,2,2,3,2,1800,1300,1
80000,2,0,0,0,0,2,5000,4000,1
60000,0,0,0,0,0,0,1392,1000,1
290000,-2,-2,-2,-2,-1,0,5743,5000,0
160000,-1,-1,-1,-1,-1,-1,3941,399,1
20000,0,0,0,0,0,0,12500,3000,0
80000,0,0,0,0,0,0,3750,3520,0
360000,-2,-1,-1,-1,0,0,1376,852,0
30000,1,2,0,-1,0,0,1200,1000,0
140000,-1,-1,-1,-1,-1,-1,330,330,0
150000,0,0,0,0,0,0,5000,10116,0
130000,0,0,0,0,0,0,2886,2908,0
410000,-1,0,0,0,0,-1,15000,4867,1
70000,0,0,0,0,0,0,2050,2100,1
30000,0,0,0,0,0,0,2000,1500,0
50000,-1,-1,-1,-1,-2,-1,2790,1323,0
180000,0,0,0,0,0,0,6000,6000,0
30000,-1,-1,-1,0,0,-1,390,780,0
20000,0,0,0,0,2,0,1700,1400,0
30000,0,0,-2,-1,-1,-2,0,0,0
20000,0,0,0,0,0,0,1500,1500,0
280000,-1,-1,0,0,0,-1,1334,21003,0
50000,0,0,0,0,0,0,2000,2000,1
360000,1,-2,-2,-2,-1,-1,0,0,1
190000,2,0,0,2,0,0,7762,7700,1
180000,-2,-2,-2,-2,-2,-2,2092,4631,0
60000,0,0,0,0,0,0,2000,1800,0
320000,-1,-1,2,-1,2,-1,38075,0,0
10000,-1,-1,-1,-1,-1,-1,1473,390,1
200000,-1,-1,2,-1,-1,2,632,0,1
50000,0,0,0,0,0,0,1200,2065,0
180000,-2,-2,-2,-2,-2,-2,0,0,0
20000,2,2,2,2,4,3,1609,0,1
300000,2,0,0,0,0,0,11500,9000,0
90000,-1,-1,-2,-2,-2,-2,0,0,1
160000,-1,2,0,0,0,-1,0,2483,1
